airport	runway	bbox	lat1	lng1	lat2	lng2
OPLA	18L	{lat:31.536653162549264,lng:74.404601209993},{lat:31.536646836992112,lng:74.40508678999053},{lat:31.521557837787782,lng:74.40481620708513},{lat:31.521564162323017,lng:74.40433070551659},	31.536650	74.404844	31.506472	74.404303
OPLA	18R	{lat:31.53392015383614,lng:74.4025882169436},{lat:31.53391384570526,lng:74.40307378304003},{lat:31.521552346312752,lng:74.40285272167279},{lat:31.521558653608764,lng:74.4023672198242},	31.533917	74.402831	31.509194	74.402389
OPLA	36L	{lat:31.509190846540086,lng:74.40263171881199},{lat:31.509197153001764,lng:74.40214628117164},{lat:31.521558653608764,lng:74.4023672198242},{lat:31.521552346312752,lng:74.40285272167279},	31.509194	74.402389	31.533917	74.402831
OPLA	36R	{lat:31.50646883801391,lng:74.40454571159107},{lat:31.506475161527995,lng:74.4040602883925},{lat:31.52156416232301,lng:74.40433070551659},{lat:31.521557837787775,lng:74.40481620708513},	31.506472	74.404303	31.536650	74.404844
RCTP	05L	{lat:25.07269019149669,lng:121.2161815195715},{lat:25.073097808247198,lng:121.21579047977771},{lat:25.083899957691834,lng:121.22951727395632},{lat:25.083492304976485,lng:121.22990830254804},	25.072894	121.215986	25.094497	121.243442
RCTP	05R	{lat:25.06063520697154,lng:121.22369251998956},{lat:25.061042792772447,lng:121.22330147936006},{lat:25.072257491453566,lng:121.23754868048343},{lat:25.071849868337146,lng:121.23793970950568},	25.060839	121.223497	25.083267	121.251994
RCTP	23L	{lat:25.083470830096857,lng:121.2517984909791},{lat:25.083063169646998,lng:121.25218950836975},{lat:25.071849868337146,lng:121.23793970950565},{lat:25.072257491453566,lng:121.2375486804834},	25.083267	121.251994	25.060839	121.223497
RCTP	23R	{lat:25.094700844220302,lng:121.24324649099073},{lat:25.094293155523474,lng:121.2436375083578},{lat:25.083492304976485,lng:121.22990830254805},{lat:25.083899957691834,lng:121.22951727395633},	25.094497	121.243442	25.072894	121.215986
RJAA	16L	{lat:35.80506411019609,lng:140.3778222763176},{lat:35.805335889127875,lng:140.37839372466004},{lat:35.79562757642876,lng:140.38541255926128},{lat:35.79535583070817,lng:140.38484115674007},	35.805200	140.378108	35.785783	140.392144
RJAA	16R	{lat:35.77425310076559,lng:140.36800639388605},{lat:35.77452489855914,lng:140.3685776070902},{lat:35.75899189330818,lng:140.37980326172135},{lat:35.7587201485874,lng:140.37923212170352},	35.774389	140.368292	35.743322	140.390739
RJAA	34L	{lat:35.74345784550525,lng:140.39102453391607},{lat:35.74318615382009,lng:140.3904534670584},{lat:35.7587201485874,lng:140.3792321217035},{lat:35.75899189330818,lng:140.37980326172135},	35.743322	140.390739	35.774389	140.368292
RJAA	34R	{lat:35.7859188559241,lng:140.39242967884343},{lat:35.7856471434002,lng:140.39185832213317},{lat:35.79535583070817,lng:140.38484115674007},{lat:35.79562757642876,lng:140.38541255926128},	35.785783	140.392144	35.805200	140.378108
RJBB	06L	{lat:34.42836261750203,lng:135.20640967140827},{lat:34.42878138215032,lng:135.20599632755633},{lat:34.440132574396124,lng:135.22290354484113},{lat:34.43971375286472,lng:135.22331686010847},	34.428572	135.206203	34.451272	135.240022
RJBB	06R	{lat:34.41716857722857,lng:135.22948458376084},{lat:34.41758742242412,lng:135.22907141520443},{lat:34.42751583802217,lng:135.24386417073208},{lat:34.42709694308635,lng:135.24427731424004},	34.417378	135.229278	34.437233	135.258867
RJBB	24L	{lat:34.43744247217212,lng:135.25866044027623},{lat:34.437023527480555,lng:135.25907355868821},{lat:34.427096943086354,lng:135.24427731424004},{lat:34.427515838022174,lng:135.24386417073208},	34.437233	135.258867	34.417378	135.229278
RJBB	24R	{lat:34.45148143904353,lng:135.2398153561715},{lat:34.4510625606088,lng:135.24022864279212},{lat:34.43971375286472,lng:135.22331686010847},{lat:34.440132574396124,lng:135.22290354484113},	34.451272	135.240022	34.428572	135.206203
RJCC	01L	{lat:42.76167360904663,lng:141.6931897234001},{lat:42.761604389796084,lng:141.69246027700737},{lat:42.77500140652799,lng:141.69010120987008},{lat:42.77507064075103,lng:141.69083081140923},	42.761639	141.692825	42.788433	141.688106
RJCC	01R	{lat:42.76202058930157,lng:141.69682272891774},{lat:42.761951409541076,lng:141.69609327148953},{lat:42.775341926229544,lng:141.69373670360412},{lat:42.775411120946906,lng:141.69446631611072},	42.761986	141.696458	42.788767	141.691744
RJCC	19L	{lat:42.78873239457857,lng:141.6913791163595},{lat:42.788801604263,lng:141.69210888404845},{lat:42.77541112094691,lng:141.69446631611072},{lat:42.77534192622954,lng:141.69373670360412},	42.788767	141.691744	42.761986	141.696458
RJCC	19R	{lat:42.78839837481794,lng:141.68774112180932},{lat:42.788467624023674,lng:141.6884708785989},{lat:42.77507064075103,lng:141.69083081140926},{lat:42.77500140652799,lng:141.6901012098701},	42.788433	141.688106	42.761639	141.692825
RJFF	16	{lat:33.59678541255441,lng:130.442904304793},{lat:33.59705258680722,lng:130.4434676960796},{lat:33.58607679602427,lng:130.45096862592465},{lat:33.58580965576271,lng:130.45040528308698},	33.596919	130.443186	33.574967	130.458186
RJFF	34	{lat:33.57510055282472,lng:130.45846764763735},{lat:33.57483344653736,lng:130.4579043532342},{lat:33.58580965576271,lng:130.45040528308698},{lat:33.58607679602427,lng:130.45096862592462},	33.574967	130.458186	33.596919	130.443186
RJGG	18	{lat:34.87383974441046,lng:136.8013521179654},{lat:34.87394425473601,lng:136.80199788244508},{lat:34.858469301525815,lng:136.80571802378873},{lat:34.858364810865105,lng:136.80507237609018},	34.873892	136.801675	34.842942	136.809114
RJGG	36	{lat:34.84299423507908,lng:136.80943676570638},{lat:34.84288976406834,lng:136.80879123470334},{lat:34.858364810865105,lng:136.80507237609012},{lat:34.858469301525815,lng:136.80571802378867},	34.842942	136.809114	34.873892	136.801675
RJNK	06	{lat:36.38686612024666,lng:136.39522623899077},{lat:36.38719987958232,lng:136.39493976039432},{lat:36.394096535400976,lng:136.40734017409844},{lat:36.393762746455245,lng:136.40762662486804},	36.387033	136.395083	36.400825	136.419886
RJNK	24	{lat:36.400991909194694,lng:136.4197427882352},{lat:36.400658090634316,lng:136.42002921114963},{lat:36.393762746455224,lng:136.40762662486807},{lat:36.394096535400955,lng:136.40734017409844},	36.400825	136.419886	36.387033	136.395083
RJOA	10	{lat:34.43575088677849,lng:132.9031250535313},{lat:34.43629911322151,lng:132.90312494646832},{lat:34.43630019717516,lng:132.9194445},{lat:34.43575197072503,lng:132.9194445},	34.436025	132.903125	34.436025	132.935764
RJOA	28	{lat:34.43629911322151,lng:132.9357640535317},{lat:34.43575088677849,lng:132.9357639464687},{lat:34.43575197072503,lng:132.9194445},{lat:34.43630019717516,lng:132.9194445},	34.436025	132.935764	34.436025	132.903125
RJSK	10	{lat:39.61667079853874,lng:140.2041655943125},{lat:39.61720720144725,lng:140.2042464060006},{lat:39.615913592640474,lng:140.21870623168175},{lat:39.61537719975653,lng:140.21862530945143},	39.616939	140.204206	39.614350	140.233125
RJSK	28	{lat:39.614618191416035,lng:140.23316551653548},{lat:39.614081808569885,lng:140.23308448377847},{lat:39.61537719975653,lng:140.21862530945143},{lat:39.615913592640474,lng:140.21870623168175},	39.614350	140.233125	39.616939	140.204206
RJSN	04	{lat:37.948151113169544,lng:139.1148906209147},{lat:37.94836488642594,lng:139.1144533784492},{lat:37.953396960011275,lng:139.118410098172},{lat:37.9531831721118,lng:139.11884735907353},	37.948258	139.114672	37.958322	139.122586
RJSN	10	{lat:37.95664137923995,lng:139.0956069394651},{lat:37.9570466207588,lng:139.09563106060142},{lat:37.95651997368844,lng:139.10983970175215},{lat:37.95611473507521,lng:139.1098155023969},	37.956844	139.095619	37.955789	139.124036
RJSN	22	{lat:37.958428901070604,lng:139.12236736001228},{lat:37.958215098524775,lng:139.12280463935124},{lat:37.9531831721118,lng:139.11884735907353},{lat:37.953396960011275,lng:139.118410098172},	37.958322	139.122586	37.948258	139.114672
RJSN	28	{lat:37.955991617848504,lng:139.12404813881838},{lat:37.95558638215025,lng:139.1240238612486},{lat:37.95611473507521,lng:139.1098155023969},{lat:37.95651997368844,lng:139.10983970175215},	37.955789	139.124036	37.956844	139.095619
RJSS	09	{lat:38.13857088307863,lng:140.8987555807123},{lat:38.1389731169118,lng:140.8986884191025},{lat:38.14072434201226,lng:140.91565505812724},{lat:38.140322098525424,lng:140.91572212781884},	38.138772	140.898722	38.142272	140.932656
RJSS	12	{lat:38.139278553541324,lng:140.91462675278927},{lat:38.13963744633609,lng:140.91486724780216},{lat:38.13712509581877,lng:140.92092746720766},{lat:38.13676621538011,lng:140.92068695067013},	38.139458	140.914747	38.134433	140.926867
RJSS	27	{lat:38.14247312655918,lng:140.93262251102948},{lat:38.1420708734313,lng:140.9326894887859},{lat:38.140322098525424,lng:140.9157221278189},{lat:38.14072434201226,lng:140.9156550581273},	38.142272	140.932656	38.138772	140.898722
RJSS	30	{lat:38.13461243397997,lng:140.9269872693234},{lat:38.13425356589741,lng:140.92674673126797},{lat:38.13676621538011,lng:140.9206869506702},{lat:38.13712509581877,lng:140.92092746720772},	38.134433	140.926867	38.139458	140.914747
RJTT	04	{lat:35.54886442847574,lng:139.76155009112875},{lat:35.54917357091305,lng:139.76100590782224},{lat:35.55839784753353,lng:139.76892298057936},{lat:35.55808866952325,lng:139.7694671959713},	35.549019	139.761278	35.567467	139.777114
RJTT	05	{lat:35.523820793985905,lng:139.80370882083062},{lat:35.52418520551939,lng:139.8032191780577},{lat:35.532482583244544,lng:139.81254320956847},{lat:35.53211813402758,lng:139.8130328606265},	35.524003	139.803464	35.540597	139.822114
RJTT	16L	{lat:35.565762040776825,lng:139.78626551730824},{lat:35.566031958540705,lng:139.78684048366017},{lat:35.552930792879394,lng:139.7961334707604},{lat:35.55266091923209,lng:139.79555856709294},	35.565897	139.786553	35.539694	139.805136
RJTT	16R	{lat:35.55985093495206,lng:139.76877961362482},{lat:35.56012106436598,lng:139.7693543873438},{lat:35.54842832911323,lng:139.7776565699455},{lat:35.5481582390968,lng:139.7770818520839},	35.559986	139.769067	35.536600	139.785669
RJTT	22	{lat:35.56762160649296,lng:139.77684187573598},{lat:35.567312392895516,lng:139.7773861232139},{lat:35.55808866952325,lng:139.76946719597126},{lat:35.55839784753353,lng:139.76892298057933},	35.567467	139.777114	35.549019	139.761278
RJTT	23	{lat:35.540779243208895,lng:139.8218691697792},{lat:35.54041475629627,lng:139.82235882910823},{lat:35.53211813402756,lng:139.8130328606265},{lat:35.53248258324453,lng:139.8125432095685},	35.540597	139.822114	35.524003	139.803464
RJTT	34L	{lat:35.536735024979116,lng:139.78595633149374},{lat:35.536464974339374,lng:139.78538166947362},{lat:35.5481582390968,lng:139.7770818520839},{lat:35.54842832911323,lng:139.7776565699455},	35.536600	139.785669	35.559986	139.769067
RJTT	34R	{lat:35.53982891443744,lng:139.805423420985},{lat:35.53955908488058,lng:139.80484857998195},{lat:35.55266091923209,lng:139.79555856709294},{lat:35.552930792879394,lng:139.7961334707604},	35.539694	139.805136	35.565897	139.786553
RKPK	18L	{lat:35.194034455756366,lng:128.93717481431992},{lat:35.194077543729094,lng:128.93767518581276},{lat:35.18178555078813,lng:128.9392598880237},{lat:35.18174246933285,lng:128.9387595913764},	35.194056	128.937425	35.169472	128.940594
RKPK	18R	{lat:35.19384322657513,lng:128.93479442602808},{lat:35.19390077251017,lng:128.93546157420823},{lat:35.179560781520834,lng:128.93731334264484},{lat:35.1795032457398,lng:128.93664631087222},	35.193872	128.935128	35.165192	128.938831
RKPK	36L	{lat:35.16522076236022,lng:128.93916445784123},{lat:35.165163236726045,lng:128.93849754239466},{lat:35.1795032457398,lng:128.93664631087225},{lat:35.179560781520834,lng:128.9373133426449},	35.165192	128.938831	35.193872	128.935128
RKPK	36R	{lat:35.169493537213846,lng:128.9408441109896},{lat:35.169450462272074,lng:128.9403438891429},{lat:35.18174246933286,lng:128.9387595913764},{lat:35.18178555078814,lng:128.9392598880237},	35.169472	128.940594	35.194056	128.937425
RKSI	15L	{lat:37.48378825822536,lng:126.43987805421993},{lat:37.484099741123536,lng:126.44043394693885},{lat:37.47031884551631,lng:126.45269418121944},{lat:37.470007420052056,lng:126.45213833990901},	37.483944	126.440156	37.456381	126.464672
RKSI	15R	{lat:37.48163325476073,lng:126.43606106531952},{lat:37.48194474458823,lng:126.43661693583914},{lat:37.4681633490204,lng:126.4488776701216},{lat:37.46785191662568,lng:126.44832185100289},	37.481789	126.436339	37.454225	126.460856
RKSI	16	{lat:37.472652194219485,lng:126.41529415260227},{lat:37.47296380512994,lng:126.41584984855608},{lat:37.45826749507097,lng:126.42893039141846},{lat:37.45795594540867,lng:126.42837475017934},	37.472808	126.415572	37.443414	126.441728
RKSI	33L	{lat:37.4543806871726,lng:126.46113388443608},{lat:37.45406931217677,lng:126.46057811672081},{lat:37.46785191662568,lng:126.44832185100289},{lat:37.4681633490204,lng:126.4488776701216},	37.454225	126.460856	37.481789	126.436339
RKSI	33R	{lat:37.456536683706794,lng:126.46494989552818},{lat:37.45622531564253,lng:126.46439410562878},{lat:37.470007420052056,lng:126.45213833990898},{lat:37.47031884551631,lng:126.45269418121943},	37.456381	126.464672	37.483944	126.440156
RKSI	34	{lat:37.443569743901286,lng:126.44200579383896},{lat:37.44325825544858,lng:126.44145020731754},{lat:37.45795594540867,lng:126.42837475017934},{lat:37.45826749507097,lng:126.42893039141846},	37.443414	126.441728	37.472808	126.415572
ROAH	18L	{lat:26.209333461971855,lng:127.64500711158236},{lat:26.209350537675256,lng:127.6454588884508},{lat:26.195824038077284,lng:127.64609393600745},{lat:26.195806964357622,lng:127.64564221153022},	26.209342	127.645233	26.182289	127.646503
ROAH	18R	{lat:26.203044596140018,lng:127.63209934227726},{lat:26.203067403234936,lng:127.63270065778168},{lat:26.19089240317971,lng:127.63327418634793},{lat:26.190869598469057,lng:127.63267293359303},	26.203056	127.632400	26.178706	127.633547
ROAH	36L	{lat:26.178717400851767,lng:127.6338475950522},{lat:26.178694598523848,lng:127.63324640500662},{lat:26.190869598469057,lng:127.63267293359303},{lat:26.19089240317971,lng:127.63327418634793},	26.178706	127.633547	26.203056	127.632400
ROAH	36R	{lat:26.182297535692435,lng:127.64672883607818},{lat:26.182280463955102,lng:127.64627716395492},{lat:26.195806964357626,lng:127.64564221153022},{lat:26.195824038077287,lng:127.64609393600745},	26.182289	127.646503	26.209342	127.645233
RPLC	02	{lat:15.174270537318291,lng:120.5581052922664},{lat:15.17446346238068,lng:120.55758270749499},{lat:15.187960531699055,lng:120.56293235111187},{lat:15.18776759430468,lng:120.56345496439943},	15.174367	120.557844	15.201361	120.568544
RPLC	20	{lat:15.201457474718472,lng:120.56828267896498},{lat:15.20126452497994,lng:120.5688053207959},{lat:15.18776759430468,lng:120.56345496439938},{lat:15.187960531699055,lng:120.56293235111184},	15.201361	120.568544	15.174367	120.557844
RPLL	06	{lat:14.497532841457547,lng:121.00013584815255},{lat:14.498001158460896,lng:120.999858151554},{lat:14.50636964717296,lng:121.0149160932023},{lat:14.50590131247703,lng:121.01519376845599},	14.497767	120.999997	14.514503	121.030114
RPLL	13	{lat:14.523132294806443,lng:121.0042699924188},{lat:14.523411705105687,lng:121.00455800776314},{lat:14.517050792900179,lng:121.01114269706387},{lat:14.516771390634688,lng:121.01085468168445},	14.523272	121.004414	14.510550	121.017583
RPLL	24	{lat:14.514737176158093,lng:121.02997517290791},{lat:14.514268823760291,lng:121.03025282679828},{lat:14.50590131247703,lng:121.01519376845599},{lat:14.50636964717296,lng:121.0149160932023},	14.514503	121.030114	14.497767	120.999997
RPLL	31	{lat:14.510689697073804,lng:121.01772700779766},{lat:14.510410302838396,lng:121.01743899238407},{lat:14.516771390634688,lng:121.01085468168445},{lat:14.517050792900179,lng:121.01114269706387},	14.510550	121.017583	14.523272	121.004414
UUDD	14	{lat:55.42448152653057,lng:37.91145034385953},{lat:55.42478647221205,lng:37.91223565917266},{lat:55.41068909430718,lng:37.929226145237145},{lat:55.41038425744031,lng:37.92844097902667},	55.424634	37.911843	55.396437	37.945812
UUDD	14L	{lat:55.416816569060785,lng:37.91500696411844},{lat:55.417085429956934,lng:37.91570103824366},{lat:55.408298354869515,lng:37.92626334545058},{lat:55.40802955376581,lng:37.92556935381698},	55.416951	37.915354	55.399376	37.936474
UUDD	14R	{lat:55.42090969011348,lng:37.871756182302136},{lat:55.42121430862804,lng:37.87254182072765},{lat:55.40824325149032,lng:37.88814937407719},{lat:55.40793873297931,lng:37.887363873258295},	55.421062	37.872149	55.395118	37.903354
UUDD	32	{lat:55.396589363436654,lng:37.9462045100391},{lat:55.39628463530646,lng:37.94541949298658},{lat:55.41038425744031,lng:37.92844097902667},{lat:55.41068909430718,lng:37.929226145237145},	55.396437	37.945812	55.424634	37.911843
UUDD	32L	{lat:55.39527020865769,lng:37.90374668309503},{lat:55.39496579008429,lng:37.90296131992877},{lat:55.40793873297931,lng:37.887363873258295},{lat:55.40824325149032,lng:37.88814937407719},	55.395118	37.903354	55.421062	37.872149
UUDD	32R	{lat:55.399510370177985,lng:37.93682095574121},{lat:55.39924162883998,lng:37.93612704661773},{lat:55.40802955376581,lng:37.92556935381698},{lat:55.408298354869515,lng:37.92626334545058},	55.399376	37.936474	55.416951	37.915354
VAAH	05	{lat:23.06581581134804,lng:72.62256323527846},{lat:23.066100188496414,lng:72.6222487643892},{lat:23.077355155509117,lng:72.63427375747231},{lat:23.077070754565355,lng:72.63458822925058},	23.065958	72.622406	23.088467	72.646458
VAAH	23	{lat:23.088609212298255,lng:72.64630076350397},{lat:23.088324787546075,lng:72.6466152361633},{lat:23.077070754565355,lng:72.63458822925058},{lat:23.077355155509117,lng:72.63427375747231},	23.088467	72.646458	23.065958	72.622406
VABB	09	{lat:19.088167399964096,lng:72.84791531314426},{lat:19.088704600035804,lng:72.84790668684174},{lat:19.08893882433111,lng:72.86429019030881},{lat:19.088401623499436,lng:72.8642987634656},	19.088436	72.847911	19.088903	72.880678
VABB	14	{lat:19.098373748059892,lng:72.85704416356205},{lat:19.09866425181896,lng:72.857343836701},{lat:19.089641002635496,lng:72.86713887096155},{lat:19.08935051471302,lng:72.86683919696836},	19.098519	72.857194	19.080472	72.876783
VABB	27	{lat:19.089171600793424,lng:72.8806737399881},{lat:19.088634399206473,lng:72.88068225999807},{lat:19.088401623499443,lng:72.8642987634656},{lat:19.088938824331116,lng:72.86429019030881},	19.088903	72.880678	19.088436	72.847911
VABB	32	{lat:19.080617235986423,lng:72.87693283755297},{lat:19.080326763892515,lng:72.87663316270978},{lat:19.08935051471302,lng:72.86683919696836},{lat:19.089641002635496,lng:72.86713887096154},	19.080472	72.876783	19.098519	72.857194
VCBI	04	{lat:7.169066237726165,lng:79.87474874999754},{lat:7.16931176221659,lng:79.87442324991471},{lat:7.181339357399227,lng:79.88363950433161},{lat:7.181093826420263,lng:79.88396500804453},	7.169189	79.874586	7.193244	79.893019
VCBI	22	{lat:7.1933667687105665,lng:79.89285624628161},{lat:7.193121231232,lng:79.89318175363036},{lat:7.181093826420263,lng:79.88396500804453},{lat:7.181339357399227,lng:79.88363950433161},	7.193244	79.893019	7.169189	79.874586
VDPP	05	{lat:11.53692715923386,lng:104.83442293806159},{lat:11.53721684069429,lng:104.8341330617888},{lat:11.546675511521174,lng:104.84397972988648},{lat:11.546385820294741,lng:104.84426960576505},	11.537072	104.834278	11.555989	104.853972
VDPP	23	{lat:11.556133850464343,lng:104.85382706218375},{lat:11.555844149463695,lng:104.85411693766639},{lat:11.54638582029474,lng:104.84426960576506},{lat:11.546675511521173,lng:104.84397972988648},	11.555989	104.853972	11.537072	104.834278
VEBN	09	{lat:25.452583456724795,lng:82.84829377619965},{lat:25.4529885432742,lng:82.84831822384145},{lat:25.452317171387627,lng:82.86194982280294},{lat:25.451912087097426,lng:82.86192532942664},	25.452786	82.848306	25.451442	82.875569
VEBN	27	{lat:25.45164454101291,lng:82.87558126957471},{lat:25.45123945898606,lng:82.87555673046657},{lat:25.451912087097426,lng:82.86192532942667},{lat:25.452317171387627,lng:82.86194982280297},	25.451442	82.875569	25.452786	82.848306
VECC	01L	{lat:22.636309204478707,lng:88.44376850136649},{lat:22.636352795225285,lng:88.44333149856419},{lat:22.65103430672537,lng:88.4450507916129},{lat:22.65099071131904,lng:88.44548784058405},	22.636331	88.443550	22.665694	88.446989
VECC	01R	{lat:22.642186204548644,lng:88.44654051072226},{lat:22.642229795155263,lng:88.4461034892084},{lat:22.658536809061555,lng:88.44801323662513},{lat:22.658493213277552,lng:88.44845030943888},	22.642208	88.446322	22.674822	88.450142
VECC	19L	{lat:22.674843800334784,lng:88.44992343788499},{lat:22.674800199368647,lng:88.45036056204553},{lat:22.658493213277552,lng:88.4484503094389},{lat:22.65853680906155,lng:88.44801323662513},	22.674822	88.450142	22.642208	88.446322
VECC	19R	{lat:22.665715799886744,lng:88.44677045237628},{lat:22.665672199816814,lng:88.44720754755427},{lat:22.650990711319036,lng:88.44548784058406},{lat:22.651034306725368,lng:88.44505079161293},	22.665694	88.446989	22.636331	88.443550
VEGY	10	{lat:24.746396943183843,lng:84.93954702937569},{lat:24.74679105679754,lng:84.93965297079224},{lat:24.744355453128986,lng:84.95063670238703},{lat:24.743961347237022,lng:84.95053072822411},	24.746594	84.939600	24.741722	84.961567
VEGY	28	{lat:24.74191904907503,lng:84.96162000353513},{lat:24.741524950906328,lng:84.96151399663287},{lat:24.743961347237022,lng:84.95053072822411},{lat:24.744355453128986,lng:84.95063670238703},	24.741722	84.961567	24.746594	84.939600
VGHS	14	{lat:23.854911797843208,lng:90.38832654637977},{lat:23.85515020194889,lng:90.38868545395044},{lat:23.843468468772887,lng:90.39796128207946},{lat:23.843230086154303,lng:90.39760238979574},	23.855031	90.388506	23.831667	90.407056
VGHS	32	{lat:23.831786180468274,lng:90.4072354386651},{lat:23.831547819324022,lng:90.40687656166463},{lat:23.8432300861543,lng:90.39760238979574},{lat:23.843468468772883,lng:90.39796128207946},	23.831667	90.407056	23.855031	90.388506
VHHH	07L	{lat:22.31015103031654,lng:113.89647402087027},{lat:22.31066096962694,lng:113.89628197877906},{lat:22.316276910917495,lng:113.91370880572588},{lat:22.315766951093913,lng:113.91390079188655},	22.310406	113.896378	22.321636	113.931233
VHHH	07R	{lat:22.295948031295318,lng:113.89807101414334},{lat:22.2964579686482,lng:113.89787898550625},{lat:22.302072908874663,lng:113.9153003132646},{lat:22.30156295102681,lng:113.91549228602904},	22.296203	113.897975	22.307431	113.932819
VHHH	25L	{lat:22.307685989143067,lng:113.93272304139292},{lat:22.30717601080049,lng:113.93291495825663},{lat:22.30156295102681,lng:113.91549228602902},{lat:22.302072908874663,lng:113.9153003132646},	22.307431	113.932819	22.296203	113.897975
VHHH	25R	{lat:22.321890990140027,lng:113.93113703472363},{lat:22.321381009803517,lng:113.93132896492568},{lat:22.315766951093913,lng:113.91390079188652},{lat:22.316276910917495,lng:113.91370880572583},	22.321636	113.931233	22.310406	113.896378
VIDP	09	{lat:28.57034722392858,lng:77.08812703247446},{lat:28.570752776071167,lng:77.08813896754853},{lat:28.57042553371668,lng:77.10252254008833},{lat:28.57001998283541,lng:77.10251054961125},	28.570550	77.088133	28.569894	77.116900
VIDP	10	{lat:28.567034798735186,lng:77.08481337867565},{lat:28.567427201239617,lng:77.08493062154295},{lat:28.563080995458602,lng:77.10378293295459},{lat:28.56268860915917,lng:77.1036656246389},	28.567231	77.084872	28.558536	77.122575
VIDP	11	{lat:28.54690802021558,lng:77.06542753341976},{lat:28.547429979745946,lng:77.06557246693937},{lat:28.5427152400256,lng:77.08756800298067},{lat:28.54219330385858,lng:77.08742296695449},	28.547169	77.065500	28.537736	77.109489
VIDP	27	{lat:28.570096774806924,lng:77.11690602295083},{lat:28.56969122519281,lng:77.11689397707237},{lat:28.570019982835415,lng:77.10251054961125},{lat:28.57042553371668,lng:77.10252254008833},	28.569894	77.116900	28.570550	77.088133
VIDP	28	{lat:28.558732185031534,lng:77.12263368697835},{lat:28.55833981494322,lng:77.12251631324038},{lat:28.56268860915917,lng:77.1036656246389},{lat:28.563080995458602,lng:77.10378293295459},	28.558536	77.122575	28.567231	77.084872
VIDP	29	{lat:28.53799695637658,lng:77.10956156942403},{lat:28.53747504358485,lng:77.10941643093545},{lat:28.54219330385858,lng:77.08742296695449},{lat:28.5427152400256,lng:77.08756800298069},	28.537736	77.109489	28.547169	77.065500
VLLB	05	{lat:19.896396806802617,lng:102.15745239665384},{lat:19.896703193085724,lng:102.15716960307253},{lat:19.905257508393266,lng:102.16765253884701},{lat:19.90495110554997,lng:102.16793532741897},	19.896550	102.157311	19.913658	102.178278
VLLB	23	{lat:19.91381120964959,lng:102.17813660808523},{lat:19.913504790238672,lng:102.17841939164086},{lat:19.90495110554997,lng:102.16793532741899},{lat:19.905257508393266,lng:102.16765253884704},	19.913658	102.178278	19.896550	102.157311
VLVT	13	{lat:17.997799606760008,lng:102.55313410368763},{lat:17.99808439312165,lng:102.55343789655767},{lat:17.988460640271775,lng:102.56341094021168},{lat:17.98817586944571,lng:102.56310714781503},	17.997942	102.553286	17.978694	102.573231
VLVT	31	{lat:17.978836377590582,lng:102.5733828960825},{lat:17.9785516222912,lng:102.57307910416247},{lat:17.98817586944571,lng:102.56310714781499},{lat:17.988460640271775,lng:102.56341094021165},	17.978694	102.573231	17.997942	102.553286
VNKT	02	{lat:27.683800670522714,lng:85.35360578155927},{lat:27.683955329139856,lng:85.35317221813375},{lat:27.696705459045525,lng:85.35897301922903},{lat:27.69655078236576,lng:85.35940662507224},	27.683878	85.353389	27.709378	85.364992
VNKT	20	{lat:27.709455347208067,lng:85.36477517570378},{lat:27.709300652454157,lng:85.36520882398874},{lat:27.69655078236576,lng:85.35940662507224},{lat:27.696705459045525,lng:85.35897301922903},	27.709378	85.364992	27.683878	85.353389
VOBL	09L	{lat:13.206961163980461,lng:77.68607017669189},{lat:13.207366836019526,lng:77.68607382331112},{lat:13.207208996516751,lng:77.70452235061367},{lat:13.206803324739951,lng:77.70451867334283},	13.207164	77.686072	13.206847	77.722969
VOBL	09R	{lat:13.189533164228505,lng:77.6899761479391},{lat:13.18993883577148,lng:77.68997985206396},{lat:13.189778495457459,lng:77.70842837951776},{lat:13.189372824180538,lng:77.70842464478335},	13.189736	77.689978	13.189414	77.726875
VOBL	27L	{lat:13.189616835504333,lng:77.72687688267331},{lat:13.189211164495655,lng:77.72687311732983},{lat:13.189372824180538,lng:77.70842464478335},{lat:13.189778495457459,lng:77.70842837951776},	13.189414	77.726875	13.189736	77.689978
VOBL	27R	{lat:13.207049835756166,lng:77.72297085396254},{lat:13.206644164243825,lng:77.72296714604057},{lat:13.20680332473995,lng:77.70451867334283},{lat:13.207208996516751,lng:77.70452235061367},	13.206847	77.722969	13.207164	77.686072
VOHS	09L	{lat:17.230378176672897,lng:78.41232001629268},{lat:17.23078382332706,lng:78.41231398370068},{lat:17.231060860929052,lng:78.43281097557703},{lat:17.23065521366659,lng:78.43281696317186},	17.230581	78.412317	17.231133	78.453311
VOHS	09R	{lat:17.228318767633585,lng:78.41282905232278},{lat:17.228853232366337,lng:78.4128209476655},{lat:17.229129222443003,lng:78.4328429468175},{lat:17.2285947569119,lng:78.43285099356972},	17.228586	78.412825	17.229136	78.452869
VOHS	27L	{lat:17.229403233161833,lng:78.45286500557137},{lat:17.22886876683809,lng:78.4528729944171},{lat:17.2285947569119,lng:78.43285099356972},{lat:17.229129222443003,lng:78.4328429468175},	17.229136	78.452869	17.228586	78.412825
VOHS	27R	{lat:17.23133582393309,lng:78.45330802869846},{lat:17.230930176066867,lng:78.45331397129503},{lat:17.23065521366659,lng:78.43281696317187},{lat:17.231060860929052,lng:78.43281097557704},	17.231133	78.453311	17.230581	78.412317
